target,label,koi_name,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,koi_period,koi_depth,koi_snr
KIC 9850843,FALSE POSITIVE,K05724.01,0,0,1,1,8.48039,133.7,12.0
KIC 7018210,CANDIDATE,K05344.01,0,0,0,0,445.351255,420.4,10.6
KIC 7019580,FALSE POSITIVE,K05345.01,1,0,0,0,72.0153825,177.7,6.8
KIC 7022603,FALSE POSITIVE,K05346.01,0,0,1,0,21.12752693,51.8,18.4
KIC 7024045,FALSE POSITIVE,K05347.01,1,0,0,0,23.9341825,228.1,6.5
KIC 7035812,FALSE POSITIVE,K05348.01,1,0,0,0,87.775799,450,6.3
KIC 7038988,FALSE POSITIVE,K05349.01,1,0,0,0,65.67350728,,
KIC 7041972,FALSE POSITIVE,K05350.01,1,0,0,0,222.06409878,,
KIC 7047299,FALSE POSITIVE,K05351.01,0,1,0,0,35.882272887,101231,3096.9
KIC 8075618,FALSE POSITIVE,K05471.01,0,1,0,0,8.780603773,90027.8,1406.9
KIC 8076215,CANDIDATE,K05472.01,0,0,0,0,97.5137491,279.8,9.1
KIC 8094942,CANDIDATE,K05473.01,0,0,0,0,549.42772,719.1,12.1
KIC 8099517,CANDIDATE,K05474.01,0,0,0,0,284.666844,418,5.6
KIC 8105398,CONFIRMED,K05475.01,0,0,0,0,224.150923,348.6,34.2
KIC 8105719,CANDIDATE,K05476.01,0,0,0,0,148.179343,466.6,12.5
KIC 8106139,FALSE POSITIVE,K05477.01,1,0,0,0,551.49832,1874.4,37.0
KIC 8108437,FALSE POSITIVE,K05478.01,0,1,0,0,351.2878737,134634,1002.8
KIC 9012244,CANDIDATE,K05598.01,0,0,0,0,376.934014,382.4,6.1
KIC 9016592,FALSE POSITIVE,K05599.01,1,0,0,0,46.50446209,,
KIC 9018021,CANDIDATE,K05600.01,0,0,0,0,17.168095,143.1,8.1
KIC 9024568,FALSE POSITIVE,K05601.01,1,0,0,0,124.091252,281.4,5.7
KIC 9026007,CANDIDATE,K05602.01,0,0,0,0,403.163148,681.1,12.1
KIC 9026248,CANDIDATE,K05603.01,0,0,0,0,341.557931,433,9.6
KIC 9044060,CANDIDATE,K05604.01,0,0,0,0,476.91977,193.6,7.4
KIC 9047416,CANDIDATE,K05605.01,0,0,0,0,9.011888,987.6,15.5
KIC 9851638,CANDIDATE,K05725.01,0,0,0,0,351.25069,1324,6.5
KIC 9875101,FALSE POSITIVE,K05726.01,1,0,0,0,212.771978,1239,6.9
KIC 9881660,CANDIDATE,K05727.01,0,0,0,0,65.3558881,1158,9.6
KIC 9896438,FALSE POSITIVE,K05728.01,0,1,1,1,18.0766788,28831,26.6
KIC 9899514,FALSE POSITIVE,K05729.01,0,1,1,1,1.33255577,126.5,15.4
KIC 9899607,FALSE POSITIVE,K05730.01,0,1,1,1,1.33259275,79.1,15.9
KIC 9908486,FALSE POSITIVE,K05731.01,1,0,1,0,36.6092739,1102,7.6
KIC 9910043,CANDIDATE,K05732.01,0,0,0,0,39.399926,341.4,9.4
KIC 7101726,CANDIDATE,K05352.01,0,0,0,0,270.1430241,,
KIC 7107567,FALSE POSITIVE,K05353.01,0,0,1,0,0.812592362,6945.8,226.6
KIC 7109680,FALSE POSITIVE,K05354.01,1,0,0,0,81.871309,98.2,5.4
KIC 7115671,FALSE POSITIVE,K05355.01,1,0,1,1,0.566805859,61.1,21.5
KIC 7123580,FALSE POSITIVE,K05356.01,1,0,0,0,326.36595188,,
KIC 7123614,FALSE POSITIVE,K05357.01,1,0,0,0,520.58269,348,6.0
KIC 7125794,CANDIDATE,K05358.01,0,0,0,0,126.586058,124.9,10.5
KIC 7130612,CANDIDATE,K05359.01,0,0,0,0,2.7200197,869,8.5
KIC 8125917,CANDIDATE,K05479.01,0,0,0,0,18.347081,1126.6,11.6
KIC 8129333,CANDIDATE,K05480.01,0,0,0,0,57.140035,1567,7.2
KIC 8155368,FALSE POSITIVE,K05481.01,0,1,0,0,0.718643659,124930,575.0
KIC 8158429,CANDIDATE,K05482.01,0,0,0,0,31.707574649,787.3,5.5
KIC 8179747,FALSE POSITIVE,K05483.01,0,1,0,0,17.946328114,102994,3497.6
KIC 8192427,FALSE POSITIVE,K05484.01,1,0,0,0,204.818268,303.6,5.4
KIC 8197176,CANDIDATE,K05485.01,0,0,0,0,9.3589254,1527,8.9
KIC 8197406,CANDIDATE,K05486.01,0,0,0,0,4.15472242,2243,19.7
KIC 9049550,FALSE POSITIVE,K05606.01,0,1,0,0,23.81490574,79201,444.4
KIC 9049697,FALSE POSITIVE,K05607.01,0,0,1,1,1.3274511,123.6,16.6
KIC 9073549,CANDIDATE,K05608.01,0,0,0,0,87.565484,396,6.7
KIC 9079671,CANDIDATE,K05609.01,0,0,0,0,535.1515,362.3,8.6
KIC 9079767,CANDIDATE,K05610.01,0,0,0,0,495.40462,904,5.5
KIC 9087071,FALSE POSITIVE,K05611.01,1,0,0,0,209.238576,154.7,5.4
KIC 9087853,CANDIDATE,K05612.01,0,0,0,0,353.65927,1018,7.5
KIC 9097470,CANDIDATE,K05613.01,0,0,0,0,346.4174,662,7.9
KIC 9911112,FALSE POSITIVE,K05733.01,0,1,0,0,1.166835206,15527.2,388.6
KIC 9933600,FALSE POSITIVE,K05734.01,1,0,0,0,230.70578883,,
KIC 9934274,FALSE POSITIVE,K05735.01,0,0,0,1,4.99471597,53,14.1
KIC 9935983,CANDIDATE,K05736.01,0,0,0,0,161.651504,253.6,8.4
KIC 9941136,CANDIDATE,K05737.01,0,0,0,0,376.24253,185.7,6.3
KIC 9941387,FALSE POSITIVE,K05738.01,0,1,0,0,27.659607786,318404,4791.0
KIC 9941550,FALSE POSITIVE,K05739.01,1,0,0,0,476.727302,1035.7,17.9
KIC 9942658,CANDIDATE,K05740.01,0,0,0,0,21.7997515,109.5,8.7
KIC 7132462,CANDIDATE,K05360.01,0,0,0,0,54.595746,135.8,8.7
KIC 7138841,FALSE POSITIVE,K05361.01,1,0,0,0,22.0495604,134.5,15.4
KIC 7174911,FALSE POSITIVE,K05362.01,1,0,0,0,150.70039392,,
KIC 7176424,FALSE POSITIVE,K05363.01,1,0,0,0,44.48477463,,
KIC 7184556,FALSE POSITIVE,K05364.01,1,0,0,0,93.6452481,,
KIC 7186436,CANDIDATE,K05365.01,0,0,0,0,585.64118,565.2,12.5
KIC 7189825,FALSE POSITIVE,K05366.01,1,0,0,0,574.69029,276.8,7.2
KIC 7191523,CANDIDATE,K05367.01,0,0,0,0,502.98283916,,
KIC 8223445,CANDIDATE,K05487.01,0,0,0,0,48.8130123,702,8.8
KIC 8223655,FALSE POSITIVE,K05488.01,0,0,1,0,280.1604956,12946,54.5
KIC 8229361,FALSE POSITIVE,K05489.01,1,0,0,0,370.46262,347.9,12.1
KIC 8234889,FALSE POSITIVE,K05490.01,1,0,0,0,116.301793,649,6.3
KIC 8241258,FALSE POSITIVE,K05491.01,1,0,0,0,480.19416,372.3,9.1
KIC 8241736,FALSE POSITIVE,K05492.01,1,0,0,0,368.49828,581.9,18.0
KIC 8242350,FALSE POSITIVE,K05493.01,0,1,0,0,6.993576155,2924,643.3
KIC 8244947,FALSE POSITIVE,K05494.01,1,0,0,0,223.52131732,,
KIC 9101279,FALSE POSITIVE,K05614.01,0,1,0,0,1.811461128,921671,3934.3
KIC 9108058,FALSE POSITIVE,K05615.01,0,1,0,0,2.17491508,635412,1572.0
KIC 9114614,CANDIDATE,K05616.01,0,0,0,0,441.61919,820,7.8
KIC 9116075,FALSE POSITIVE,K05617.01,0,1,1,0,24.5002702,153.5,13.3
KIC 9116510,CANDIDATE,K05618.01,0,0,0,0,318.49078,630,6.3
KIC 9117123,FALSE POSITIVE,K05619.01,0,1,0,0,2.16402661,,
KIC 9118858,FALSE POSITIVE,K05620.01,1,0,0,0,392.89275632,,
KIC 9137257,FALSE POSITIVE,K05621.01,1,0,0,0,114.734287,242.9,6.7
KIC 9953491,CANDIDATE,K05741.01,0,0,0,0,362.0619,886.2,13.5
KIC 9954225,FALSE POSITIVE,K05742.01,0,1,1,0,1.340649911,627633,791.0
KIC 9957659,FALSE POSITIVE,K05743.01,0,0,1,1,30.69537638,19941,186.8
KIC 9957668,FALSE POSITIVE,K05744.01,0,1,0,0,30.69533113,88771.2,7846.3
KIC 9962595,CANDIDATE,K05745.01,0,0,0,0,11.374442708,27904.9,643.6
KIC 9967398,FALSE POSITIVE,K05746.01,1,0,0,0,49.873958,562,5.7
KIC 9968924,CANDIDATE,K05747.01,0,0,0,0,411.447056,285.2,7.3
KIC 9993683,CANDIDATE,K05748.01,0,0,0,0,29.9371143,194.3,11.6
KIC 7192680,FALSE POSITIVE,K05368.01,1,0,0,0,114.25041494,,
KIC 7198587,CANDIDATE,K05369.01,0,0,0,0,651.358046,570.8,11.0
KIC 7203858,FALSE POSITIVE,K05370.01,1,0,0,0,407.97623,237.5,11.2
KIC 7204233,CANDIDATE,K05371.01,0,0,0,0,33.3037881,272.4,8.1
KIC 7205717,CANDIDATE,K05372.01,0,0,0,0,212.60398,188.5,7.1
KIC 7206422,CANDIDATE,K05373.01,0,0,0,0,50.550788,154.5,7.9
KIC 7207081,FALSE POSITIVE,K05374.01,1,0,0,0,239.25578975,,
KIC 7213311,CANDIDATE,K05375.01,0,0,0,0,285.374561,482.3,13.7
KIC 8255058,FALSE POSITIVE,K05495.01,0,1,1,0,6.279888981,1514.6,150.5
KIC 8265239,FALSE POSITIVE,K05496.01,1,0,1,0,37.47695717,,
KIC 8279146,CANDIDATE,K05497.01,0,0,0,0,93.359737,38.3,8.1
KIC 8288404,FALSE POSITIVE,K05498.01,0,1,0,0,519.80221867,77183.1,2502.9
KIC 8294683,CANDIDATE,K05499.01,0,0,0,0,122.58481,318.9,7.6
KIC 8295087,CANDIDATE,K05500.01,0,0,0,0,84.934357,129.7,5.9
KIC 8300828,FALSE POSITIVE,K05501.01,1,0,0,0,48.9200563,333.9,7.0
KIC 8307489,CANDIDATE,K05502.01,0,0,0,0,421.98194,173.1,15.0
KIC 9141355,CONFIRMED,K05622.01,0,0,0,0,469.61309,1234.7,18.2
KIC 9142225,FALSE POSITIVE,K05623.01,1,0,0,0,583.73632,338.6,11.4
KIC 9142334,FALSE POSITIVE,K05624.01,1,0,0,0,502.658,216,10.0
KIC 9147012,CANDIDATE,K05625.01,0,0,0,0,116.454312,2125.3,30.0
KIC 9147029,CANDIDATE,K05626.01,0,0,0,0,397.499229,2629.7,34.8
KIC 9153246,FALSE POSITIVE,K05627.01,1,0,0,0,243.954706,291.7,5.2
KIC 9157030,CANDIDATE,K05628.01,0,0,0,0,24.9093027,332.6,10.4
KIC 9157523,CANDIDATE,K05629.01,0,0,0,0,192.138741,151.4,8.2
KIC 9994381,CANDIDATE,K05749.01,0,0,0,0,281.95332,1039,7.6
KIC 10002266,FALSE POSITIVE,K05750.01,0,0,1,1,12.71368909,192.2,9.8
KIC 10004515,FALSE POSITIVE,K05751.01,1,0,0,0,25.26363805,,
KIC 10004772,FALSE POSITIVE,K05752.01,0,1,1,0,1.391716834,41,9.7
KIC 10006096,FALSE POSITIVE,K05753.01,0,1,0,0,70.516233809,330180,3168.8
KIC 10007492,FALSE POSITIVE,K05754.01,0,1,1,0,2.645596805,1272.7,166.8
KIC 10007916,CANDIDATE,K05755.01,0,0,0,0,388.67155,371.3,10.1
KIC 10018364,FALSE POSITIVE,K05756.01,1,0,0,0,105.6327297,,
KIC 7255910,FALSE POSITIVE,K05376.01,1,0,0,0,274.553579,218.3,6.7
KIC 7256460,FALSE POSITIVE,K05377.01,1,0,0,0,251.02304011,,
KIC 7258902,FALSE POSITIVE,K05378.01,0,1,0,1,1.80774253,592.6,15.1
KIC 7282470,CANDIDATE,K05379.01,0,0,0,0,520.655224,314.9,14.4
KIC 7289139,CANDIDATE,K05380.01,0,0,0,0,369.93355,995,15.8
KIC 7345136,FALSE POSITIVE,K05381.01,1,0,0,0,28.7369766,525,5.5
KIC 7352727,FALSE POSITIVE,K05382.01,0,0,1,0,2.45649061,287.8,21.0
KIC 7375100,FALSE POSITIVE,K05383.01,1,0,0,0,98.51783198,,
KIC 8308639,FALSE POSITIVE,K05503.01,1,0,0,0,457.513348,562.5,3.9
KIC 8313697,FALSE POSITIVE,K05504.01,1,0,0,0,224.02589924,,
KIC 8351919,FALSE POSITIVE,K05505.01,1,0,0,0,323.77153,353.7,10.6
KIC 8352009,CANDIDATE,K05506.01,0,0,0,0,641.60204,237.3,10.6
KIC 8352016,FALSE POSITIVE,K05507.01,1,0,0,0,40.0389613,109.4,5.7
KIC 8364969,FALSE POSITIVE,K05508.01,0,1,0,0,22.571972634,79325.7,1040.1
KIC 8378278,CANDIDATE,K05509.01,0,0,0,0,28.406342,223.6,5.4
KIC 8380743,FALSE POSITIVE,K05510.01,0,1,0,0,1.018861199,291214,911.3
KIC 9159461,FALSE POSITIVE,K05630.01,1,0,0,0,80.519237,92.5,7.2
KIC 9164003,FALSE POSITIVE,K05631.01,1,0,0,0,149.356804,171.6,14.0
KIC 9166700,CANDIDATE,K05632.01,0,0,0,0,264.466625,437.3,27.0
KIC 9173014,CANDIDATE,K05633.01,0,0,0,0,151.77884,189.7,8.2
KIC 9178502,FALSE POSITIVE,K05634.01,1,0,0,0,50.47759052,,
KIC 9178894,CANDIDATE,K05635.01,0,0,0,0,113.993156,69.7,15.6
KIC 9180282,FALSE POSITIVE,K05636.01,0,1,1,0,2.79123954,154.8,25.3
KIC 9181402,FALSE POSITIVE,K05637.01,1,0,0,0,223.31769215,,
KIC 10023469,FALSE POSITIVE,K05757.01,0,0,1,0,44.637111,282.5,9.4
KIC 10027861,CANDIDATE,K05758.01,0,0,0,0,102.493119,636.1,8.3
KIC 10064591,CANDIDATE,K05759.01,0,0,0,0,284.94212784,,
KIC 10074700,FALSE POSITIVE,K05760.01,0,1,0,0,365.620697,27188,671.1
KIC 10083325,CANDIDATE,K05761.01,0,0,0,0,6.13292733,58.7,10.0
KIC 10090854,CANDIDATE,K05762.01,0,0,0,0,12.63063129,300.8,9.5
KIC 10096697,FALSE POSITIVE,K05763.01,1,0,0,0,191.272501,286.5,5.8
KIC 10098540,CANDIDATE,K05764.01,0,0,0,0,286.02266,1036,9.8
KIC 7377343,CANDIDATE,K05384.01,0,0,0,0,7.95445779,6269.4,228.4
KIC 7383840,CANDIDATE,K05385.01,0,0,0,0,331.70918,3463,9.5
KIC 7386200,FALSE POSITIVE,K05386.01,1,0,0,0,575.42002,401.7,11.7
KIC 7416016,CANDIDATE,K05387.01,0,0,0,0,297.78282,392.4,10.8
KIC 7416306,CANDIDATE,K05388.01,0,0,0,0,137.396194,155.4,13.2
KIC 7416646,CANDIDATE,K05389.01,0,0,0,0,365.739893,300.7,4.7
KIC 7440715,CANDIDATE,K05390.01,0,0,0,0,104.198102,652.2,8.9
KIC 7456380,FALSE POSITIVE,K05391.01,1,0,0,0,368.72715,426.6,6.4
KIC 8395870,CANDIDATE,K05511.01,0,0,0,0,74.833577,86.4,6.4
KIC 8396288,CANDIDATE,K05512.01,0,0,0,0,8.5852872,1406,11.0
KIC 8414914,FALSE POSITIVE,K05513.01,0,1,0,0,100.303613,488038,354.7
KIC 8415353,CANDIDATE,K05514.01,0,0,0,0,102.100752,194.2,5.2
KIC 8429817,CANDIDATE,K05515.01,0,0,0,0,6.263491873,2829,35.1
KIC 8432034,FALSE POSITIVE,K05516.01,0,1,0,0,0.83620025,331275,145.4
KIC 8432249,CANDIDATE,K05517.01,0,0,0,0,335.43143,228.1,6.8
KIC 8439618,CANDIDATE,K05518.01,0,0,0,0,558.21886,1539.4,19.1
KIC 9209981,CANDIDATE,K05638.01,0,0,0,0,290.02002,172.5,7.6
KIC 9210738,CANDIDATE,K05639.01,0,0,0,0,279.21957,333.5,10.5
KIC 9214176,CANDIDATE,K05640.01,0,0,0,0,348.665961,391.2,10.8
KIC 9216231,FALSE POSITIVE,K05641.01,1,0,0,0,616.34132,1287,12.5
KIC 9217583,CANDIDATE,K05642.01,0,0,0,0,222.28056,271.9,8.0
KIC 9220614,CANDIDATE,K05643.01,0,0,0,0,570.01886,428.5,6.8
KIC 9224514,CANDIDATE,K05644.01,0,0,0,0,378.93139106,,
KIC 9229807,CANDIDATE,K05645.01,0,0,0,0,580.85326788,,
KIC 10130646,FALSE POSITIVE,K05765.01,1,0,0,0,390.40832,251.9,8.5
KIC 10132552,FALSE POSITIVE,K05766.01,1,0,0,0,191.528018,171.8,6.4
KIC 10132908,FALSE POSITIVE,K05767.01,1,0,0,0,386.59946,380.7,5.8
KIC 10141271,FALSE POSITIVE,K05768.01,0,0,1,0,15.4032765,253,9.2
KIC 10146103,CANDIDATE,K05769.01,0,0,0,0,7.58062893,86.1,10.9
KIC 10158715,FALSE POSITIVE,K05770.01,1,0,0,0,61.0011095,408,4.6
KIC 10161534,FALSE POSITIVE,K05771.01,1,0,0,0,198.232389,416.4,5.7
KIC 7458433,FALSE POSITIVE,K05392.01,0,1,0,1,0.66062715,248.5,7.8
KIC 7458743,CANDIDATE,K05393.01,0,0,0,0,248.421771,704,8.8
KIC 7468295,FALSE POSITIVE,K05394.01,1,0,0,0,456.5734,397.5,7.6
KIC 7516073,FALSE POSITIVE,K05395.01,1,0,0,0,601.13797,172.8,9.9
KIC 7538450,FALSE POSITIVE,K05396.01,1,0,0,0,344.06248,136.3,17.7
KIC 7539174,FALSE POSITIVE,K05397.01,1,0,0,0,39.94344731,,
KIC 7539277,CANDIDATE,K05398.01,0,0,0,0,551.22396,570.7,17.2
KIC 7550875,FALSE POSITIVE,K05399.01,1,0,0,0,466.90824,660,5.4
KIC 8442463,FALSE POSITIVE,K05519.01,1,0,0,0,361.30991,275.6,10.6
KIC 8474892,FALSE POSITIVE,K05520.01,0,1,0,0,199.4424134,32171.9,486.4
KIC 8480642,FALSE POSITIVE,K05521.01,0,1,0,0,31.59115876,1434.4,83.5
KIC 8482513,FALSE POSITIVE,K05522.01,1,0,0,0,356.99135,747.8,13.8
KIC 8487777,FALSE POSITIVE,K05523.01,1,0,0,0,96.120478,285.4,6.0
KIC 8495232,FALSE POSITIVE,K05524.01,0,0,1,0,9.63647672,47.6,11.1
KIC 8499922,FALSE POSITIVE,K05525.01,1,0,0,0,45.680876,350.3,3.7
KIC 8505674,FALSE POSITIVE,K05526.01,1,0,0,0,43.169798,120.8,6.9
KIC 11444772,CANDIDATE,K05897.01,0,0,0,0,395.94327,1506,14.5
KIC 11444974,CANDIDATE,K05898.01,0,0,0,0,76.37924,276.3,5.7
KIC 11446961,CANDIDATE,K05899.01,0,0,0,0,58.669218,169.4,10.0
KIC 11453930,FALSE POSITIVE,K05900.02,1,0,0,0,0.687739345,37.6,11.0
KIC 11456256,CANDIDATE,K05901.01,0,0,0,0,61.611129,82.9,22.0
KIC 11457664,CANDIDATE,K05902.01,0,0,0,0,150.728285,213.5,5.6
KIC 11465658,CANDIDATE,K05903.01,0,0,0,0,253.790434,604,6.4
KIC 11465869,FALSE POSITIVE,K05904.01,0,0,0,0,322.544807,88,12.1
KIC 11493378,CANDIDATE,K05905.01,0,0,0,0,35.6606167,,
KIC 11506938,FALSE POSITIVE,K05906.01,0,1,0,0,22.57494749,1344.1,302.6
KIC 11513366,CANDIDATE,K05907.01,0,0,0,0,587.38162,863.6,12.8
KIC 11513441,FALSE POSITIVE,K05908.01,0,0,1,0,85.5692223,539.2,18.2
KIC 11520114,CANDIDATE,K05909.01,0,0,0,0,7.07987663,309.8,10.0
KIC 11520465,CANDIDATE,K05910.01,0,0,0,0,91.240335,206.1,5.7
KIC 11559493,CANDIDATE,K05911.01,0,0,0,0,357.41382,777,6.7
KIC 11598638,CANDIDATE,K05912.01,0,0,0,0,359.854745,302.4,6.1
KIC 11598894,CANDIDATE,K05913.01,0,0,0,0,89.366114,494,6.3
KIC 11599800,FALSE POSITIVE,K05914.01,0,0,1,0,422.255426,1935,17.4
KIC 11599937,CANDIDATE,K05915.01,0,0,0,0,37.6259039,411,11.7
KIC 11600299,CANDIDATE,K05916.01,0,0,0,0,100.41475198,,
KIC 11601425,CANDIDATE,K05917.01,0,0,0,0,41.9934673,293.7,9.4
KIC 11601633,CANDIDATE,K05918.01,0,0,0,0,94.67782,287,5.9
KIC 11601972,CANDIDATE,K05919.01,0,0,0,0,290.196139,281,15.7
KIC 11603298,FALSE POSITIVE,K05920.01,0,0,0,0,471.39698,329.9,13.1
KIC 11614808,CANDIDATE,K05921.01,0,0,0,0,175.452812,141.8,6.1
KIC 11615258,CANDIDATE,K05922.01,0,0,0,0,367.07446,368.3,6.6
KIC 11615521,CANDIDATE,K05923.01,0,0,0,0,366.684634,456.3,9.1
KIC 11616434,CANDIDATE,K05924.01,0,0,0,0,291.306507,1132,7.1
KIC 11651240,CANDIDATE,K05925.01,0,0,0,0,93.006,125.4,6.7
KIC 11652427,CANDIDATE,K05926.01,0,0,0,0,26.46288074,,
KIC 11654039,FALSE POSITIVE,K05927.01,0,0,0,0,436.42852,163.9,9.2
KIC 11674709,CANDIDATE,K05928.01,0,0,0,0,20.69920737,,
KIC 11716643,CANDIDATE,K05929.01,0,0,0,0,466.002988,2363.6,42.3
KIC 11722217,CANDIDATE,K05930.01,0,0,0,0,302.77571,1106,7.1
KIC 11773174,CANDIDATE,K05931.01,0,0,0,0,115.19952922,,
KIC 11803074,CANDIDATE,K05932.01,0,0,0,0,355.86134,1220.7,15.2
KIC 11807906,CANDIDATE,K05933.01,0,0,0,0,236.506437,744.4,10.6
KIC 11811382,CANDIDATE,K05934.01,0,0,0,0,19.3854894,4560,2.7
KIC 11818566,CANDIDATE,K05935.01,0,0,0,0,416.87893121,,
KIC 11819396,CANDIDATE,K05936.01,0,0,0,0,48.38798413,,
KIC 11824578,CANDIDATE,K05937.01,0,0,0,0,357.588538,344.8,7.2
KIC 11860294,CANDIDATE,K05938.01,0,0,0,0,545.205601,199.7,7.1
KIC 11868941,CANDIDATE,K05939.01,0,0,0,0,105.053389,176.7,5.8
KIC 11905398,CANDIDATE,K05940.01,0,0,0,0,24.7967294,970.5,13.8
KIC 11910670,CANDIDATE,K05941.01,0,0,0,0,44.7060191,292,6.6
KIC 11911929,CANDIDATE,K05942.01,0,0,0,0,125.277815,432.3,11.0
KIC 11923213,CANDIDATE,K05943.01,0,0,0,0,27.2020672,180.3,8.7
KIC 11924426,FALSE POSITIVE,K05944.01,0,1,0,0,64.713168094,312970,3582.5
KIC 11959893,CANDIDATE,K05945.01,0,0,0,0,40.7282314,221.8,19.4
KIC 11966643,CANDIDATE,K05946.01,0,0,0,0,183.38048452,,
KIC 11968514,FALSE POSITIVE,K05947.01,0,1,1,1,1.036592136,2118.2,150.6
KIC 12007270,CANDIDATE,K05948.01,0,0,0,0,398.51312,249.2,5.9
KIC 12009917,CANDIDATE,K05949.01,0,0,0,0,559.785594,274.8,7.3
KIC 12020376,CANDIDATE,K05950.01,0,0,0,0,109.43946,187.1,7.3
KIC 12066767,CANDIDATE,K05951.01,0,0,0,0,194.25835342,,
KIC 12071775,CANDIDATE,K05952.01,0,0,0,0,164.507439,433.8,11.7
KIC 12102775,CANDIDATE,K05953.01,0,0,0,0,370.84786,1440,15.2
KIC 12105086,CANDIDATE,K05954.01,0,0,0,0,73.908995,100.5,7.0
KIC 12110901,CANDIDATE,K05955.01,0,0,0,0,96.32561456,,
KIC 12121701,CANDIDATE,K05956.01,0,0,0,0,212.646179,953,5.4
KIC 12156805,FALSE POSITIVE,K05957.01,0,0,1,0,371.54879,125.6,10.1
KIC 12165063,FALSE POSITIVE,K05958.01,1,0,0,0,226.499243,127.4,4.7
KIC 12168895,CANDIDATE,K05959.01,0,0,0,0,251.48808,305,6.4
KIC 12170767,CANDIDATE,K05960.01,0,0,0,0,32.4185265,110.7,7.9
KIC 12253490,CANDIDATE,K05961.01,0,0,0,0,19.159760875,32491.1,900.3
KIC 12257851,FALSE POSITIVE,K05962.01,1,0,1,1,2.61594288,72.1,13.4
KIC 12265150,FALSE POSITIVE,K05963.01,0,1,1,0,1.686009643,390.4,48.5
KIC 12300524,CANDIDATE,K05964.01,0,0,0,0,32.033211,71.3,9.2
KIC 12349560,CANDIDATE,K05965.01,0,0,0,0,43.3975622,585.3,8.6
KIC 12350136,CANDIDATE,K05966.01,0,0,0,0,478.79185021,,
KIC 10964747,FALSE POSITIVE,K05844.01,1,0,0,0,344.961485,427.9,6.2
KIC 10967168,CANDIDATE,K05845.01,0,0,0,0,22.2659599,61.3,8.3
KIC 10977671,CANDIDATE,K05846.01,0,0,0,0,199.064336,265,15.4
KIC 10978581,CANDIDATE,K05847.01,0,0,0,0,277.114286,567.1,10.4
KIC 10979952,CANDIDATE,K05848.01,0,0,0,0,323.159363,368.6,7.4
KIC 10989620,CANDIDATE,K05849.01,0,0,0,0,21.512259,131.3,7.1
KIC 10991389,CANDIDATE,K05850.01,0,0,0,0,303.226376,1464,12.7
KIC 12401859,CANDIDATE,K05967.01,0,0,0,0,22.8631517,103.3,8.5
KIC 12402588,CANDIDATE,K05968.01,0,0,0,0,97.942437,100.2,7.8
KIC 12405436,FALSE POSITIVE,K05969.01,1,0,1,0,163.820347,1196,7.0
KIC 12417572,FALSE POSITIVE,K05970.01,1,0,1,0,151.577009,467.9,9.3
KIC 12418418,CANDIDATE,K05971.01,0,0,0,0,493.30572,404.5,7.2
KIC 12505590,CANDIDATE,K05972.01,0,0,0,0,449.87203,1130,10.5
KIC 12506986,CANDIDATE,K05973.01,0,0,0,0,419.93373,285,12.0
KIC 10991431,CANDIDATE,K05851.01,0,0,0,0,322.221973,465.6,8.9
KIC 11021266,CANDIDATE,K05852.01,0,0,0,0,235.413973,1027,6.9
KIC 11021676,CANDIDATE,K05853.01,0,0,0,0,366.68293,1075,6.4
KIC 11026582,CANDIDATE,K05854.01,0,0,0,0,240.57135,921.5,36.9
KIC 11036168,CANDIDATE,K05855.01,0,0,0,0,217.792748,1487,16.6
KIC 11037818,CONFIRMED,K05856.01,0,0,0,0,259.34304,349.7,13.1
KIC 11046723,CANDIDATE,K05857.01,0,0,0,0,388.03884851,,
KIC 11046870,FALSE POSITIVE,K05858.01,0,0,1,1,8.34410791,255.2,9.9
KIC 12554212,CANDIDATE,K05974.01,0,0,0,0,4.76815507,61,9.2
KIC 12645262,FALSE POSITIVE,K05975.01,1,0,0,0,545.45623972,,
KIC 12645761,FALSE POSITIVE,K05976.01,0,1,0,0,2.709570339,13170.8,900.9
KIC 12690465,CANDIDATE,K05977.01,0,0,0,0,49.49059818,,
KIC 12734110,CANDIDATE,K05978.01,0,0,0,0,364.18129,469.5,7.0
KIC 12735793,CANDIDATE,K05979.01,0,0,0,0,37.7935113,67.2,6.9
KIC 12736658,FALSE POSITIVE,K05980.01,1,0,1,0,0.855294909,6771.6,870.3
KIC 12835139,FALSE POSITIVE,K05981.01,1,0,0,0,350.609298,369.5,3.6
KIC 11069681,CANDIDATE,K05859.01,0,0,0,0,172.621943,788,3.4
KIC 11072982,CANDIDATE,K05860.01,0,0,0,0,264.708077,461.3,6.3
KIC 11073238,FALSE POSITIVE,K05861.01,1,0,0,0,452.40428,216.7,8.2
KIC 11076176,FALSE POSITIVE,K05862.01,0,1,0,0,0.699985822,389433,626.9
KIC 11080702,CANDIDATE,K05863.01,0,0,0,0,8.67237968,99.1,12.3
KIC 11082795,CANDIDATE,K05864.01,0,0,0,0,35.9216912,221.3,5.6
KIC 11090561,FALSE POSITIVE,K05865.01,0,0,1,0,35.8726918,916.3,24.6
KIC 11090926,CANDIDATE,K05866.01,0,0,0,0,102.300622,781.2,13.0
KIC 11097752,CANDIDATE,K05867.01,0,0,0,0,359.8455,503.9,12.3
KIC 11098704,CANDIDATE,K05868.01,0,0,0,0,22.7783121,155.6,7.3
